event_type,machine_id,operator_code,session_id,tag_id,po,del,oc,roll,timestamp
UNATTRIBUTED_SCAN,MACHINE-001,,,,,,,,2026-07-21 10:55:21
DUPLICATE_IGNORED,MACHINE-001,,,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:48:42
UNATTRIBUTED_SCAN,MACHINE-001,,,1960285650859994;0002,1960285650859994,0002,2026-07-21 15:49:09
DUPLICATE_IGNORED,MACHINE-001,,,1960285650859994;0002,1960285650859994,0002,2026-07-21 15:49:14
UNATTRIBUTED_SCAN,MACHINE-001,,,3538092220889362;0001,3538092220889362,0001,2026-07-21 15:49:25
DUPLICATE_IGNORED,MACHINE-001,,,3538092220889362;0001,3538092220889362,0001,2026-07-21 15:49:31
UNATTRIBUTED_SCAN,MACHINE-001,,,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:49:41
DUPLICATE_IGNORED,MACHINE-001,,,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:49:48
DUPLICATE_IGNORED,MACHINE-001,,,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:49:55
DUPLICATE_IGNORED,MACHINE-001,,,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:50:07
UNATTRIBUTED_SCAN,MACHINE-001,,,2909343822199677;0004,2909343822199677,0004,2026-07-21 15:50:16
UNATTRIBUTED_SCAN,MACHINE-001,,,8843829578204856;0003,8843829578204856,0003,2026-07-21 15:50:21
DUPLICATE_IGNORED,MACHINE-001,,,1960285650859994;0002,1960285650859994,0002,2026-07-21 15:50:30
DUPLICATE_IGNORED,MACHINE-001,,,3538092220889362;0001,3538092220889362,0001,2026-07-21 15:50:40
UNATTRIBUTED_SCAN,MACHINE-001,,,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:50:49
DUPLICATE_IGNORED,MACHINE-001,,,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:50:56
LOGIN,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,,,,2026-07-21 15:51:07
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:51:22
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:51:30
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:51:40
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,2909343822199677;0004,2909343822199677,0004,2026-07-21 15:51:47
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,8843829578204856;0003,8843829578204856,0003,2026-07-21 15:51:58
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,2909343822199677;0004,2909343822199677,0004,2026-07-21 15:52:03
